Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
KOLRES11DEL01,32.0,4.2,22.577821,88.400581,22.647821,88.470581,12-02-2022,19:25,19:40,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,42
KOCRES02DEL02,28.0,5.0,10.028047,76.310019,10.158047,76.440019,14-02-2022,23:25,23:35,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,22
INDORES05DEL03,29.0,4.8,22.727021,75.884167,22.787021,75.944167,17-03-2022,17:50,18:05,Stormy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,22
MYSRES05DEL01,32.0,4.9,12.323978,76.627961,12.333978,76.637961,09-03-2022,08:10,08:25,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,23
JAPRES01DEL03,21.0,4.8,26.90519,75.810753,26.93519,75.840753,30-03-2022,19:30,19:40,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,26
VADRES12DEL03,36.0,4.7,0.0,0.0,0.09,0.09,08-03-2022,22:50,0.958333333,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,25
COIMBRES11DEL01,33.0,4.3,11.001753,76.986241,11.111753,77.096241,06-04-2022,21:25,21:40,Windy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,36
MUMRES20DEL01,25.0,4.7,19.103249,72.846749,19.173249,72.916749,10-03-2022,19:25,19:40,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34
BANGRES07DEL02,33.0,4.1,12.978453,77.643685,13.108453,77.773685,23-03-2022,17:15,17:20,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38
RANCHIRES04DEL01,30.0,4.4,23.359033,85.325347,23.369033,85.335347,30-03-2022,10:50,11:05,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22
PUNERES16DEL02,35.0,4.8,18.536718,73.830327,18.556718,73.850327,07-03-2022,10:25,10:35,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,15
INDORES19DEL01,20.0,4.0,22.745536,75.893106,22.755536,75.903106,30-03-2022,0.5,12:15,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,32
HYDRES17DEL03,37.0,4.9,17.451976,78.385883,17.511976,78.445883,17-03-2022,21:30,21:45,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41
RANCHIRES08DEL01,30.0,4.8,23.353783,85.326967,23.363783,85.336967,17-03-2022,11:35,11:40,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,28
JAPRES02DEL01,23.0,4.7,26.914142,75.805704,26.954142,75.845704,11-03-2022,13:10,13:20,Windy,High,0,Buffet,motorcycle,0.0,No,Urban,15
GOARES18DEL01,23.0,4.6,15.49395,73.827423,15.60395,73.937423,14-02-2022,22:55,23:05,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,24
HYDRES19DEL03,25.0,4.8,17.458998,78.500366,17.488998,78.530366,26-03-2022,23:55,24:10:00,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,19
MUMRES08DEL03,37.0,4.7,19.065838,72.832658,19.095838,72.862658,11-03-2022,22:50,0.958333333,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,23
MUMRES11DEL01,22.0,4.7,18.994237,72.825553,19.034237,72.865553,09-03-2022,15:15,15:20,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,19
AGRRES15DEL03,26.0,4.4,0.0,0.0,0.06,0.06,13-02-2022,22:25,22:40,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29
DEHRES17DEL02,33.0,4.9,30.327968,78.046106,30.377968,78.096106,11-02-2022,21:45,21:50,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,32
COIMBRES12DEL02,29.0,4.9,11.000762,76.981876,11.050762,77.031876,26-03-2022,17:15,17:30,Stormy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,29
SURRES12DEL01,32.0,4.9,21.183434,72.814492,21.193434,72.824492,03-03-2022,08:45,08:50,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,29
DEHRES02DEL03,38.0,4.7,0.0,0.0,0.06,0.06,13-02-2022,1,24:05:00,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,25
RANCHIRES12DEL02,37.0,4.9,0.0,0.0,0.02,0.02,01-04-2022,10:25,10:35,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,22
RANCHIRES12DEL01,25.0,4.6,0.0,0.0,0.07,0.07,16-03-2022,23:35,23:40,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,16
VADRES18DEL02,20.0,4.7,0.0,0.0,0.08,0.08,14-03-2022,22:25,22:35,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22
KNPRES16DEL01,27.0,4.8,26.482581,80.315628,26.492581,80.325628,17-02-2022,08:45,08:50,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,14
INDORES17DEL01,20.0,4.6,22.761226,75.887522,22.871226,75.997522,16-03-2022,22:25,22:40,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,13
COIMBRES20DEL03,37.0,4.1,10.994136,76.963303,11.024136,76.993303,09-03-2022,0.875,21:05,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,35
INDORES05DEL03,39.0,4.6,22.727021,75.884167,22.757021,75.914167,21-03-2022,0.875,21:10,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28
BHPRES12DEL02,28.0,4.8,0.0,0.0,0.02,0.02,13-02-2022,11:25,11:40,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,26
PUNERES07DEL02,36.0,4.6,18.546947,73.900626,18.566947,73.920626,15-03-2022,09:30,09:45,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,15
BHPRES01DEL02,33.0,4.9,23.211529,77.419399,23.291529,77.499399,18-02-2022,17:55,0.75,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,23
COIMBRES03DEL02,20.0,4.7,11.025083,77.015393,11.105083,77.095393,20-03-2022,17:10,17:20,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24
HYDRES20DEL02,21.0,4.5,17.483216,78.552111,17.533216,78.602111,30-03-2022,19:25,19:35,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28
MYSRES04DEL01,25.0,4.6,12.3085,76.665808,12.3485,76.705808,07-03-2022,16:20,16:35,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29
LUDHRES15DEL01,27.0,4.9,30.899584,75.809346,30.969584,75.879346,14-02-2022,18:25,18:30,Sunny,Medium,1,Drinks,scooter,1.0,No,Urban,19
MYSRES15DEL01,20.0,4.6,12.352058,76.60665,12.422058,76.67665,20-03-2022,23:20,23:35,Stormy,Low,1,Meal,motorcycle,0.0,No,Urban,17
CHENRES11DEL03,32.0,5.0,13.064181,80.236442,13.154181,80.326442,10-03-2022,20:45,20:55,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43
CHENRES12DEL02,33.0,4.3,12.972793,80.249982,13.022793,80.299982,03-03-2022,22:10,22:20,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30
HYDRES12DEL01,25.0,4.9,17.429585,78.392621,17.499585,78.462621,25-03-2022,21:30,21:35,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41
AGRRES20DEL03,33.0,4.6,27.158822,78.045359,27.218822,78.105359,17-02-2022,22:20,22:30,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,15
CHENRES15DEL02,31.0,4.2,13.026286,80.275235,13.106286,80.355235,02-03-2022,19:10,19:15,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41
INDORES06DEL03,31.0,4.4,22.728163,75.884212,22.758163,75.914212,28-03-2022,19:55,20:05,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,33
JAPRES07DEL03,30.0,4.7,26.766536,75.837333,26.796536,75.867333,17-03-2022,17:20,17:35,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31
MUMRES03DEL03,23.0,4.7,19.22384,72.841347,19.25384,72.871347,24-03-2022,0.75,18:15,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25
MYSRES16DEL02,32.0,4.8,12.316967,76.603067,12.446967,76.733067,06-03-2022,19:35,19:40,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,24
HYDRES05DEL01,27.0,4.9,17.433809,78.386744,17.543809,78.496744,14-03-2022,18:20,18:25,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24
JAPRES13DEL02,26.0,4.7,26.846156,75.8023,26.866156,75.8223,19-03-2022,0.416666667,10:15,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,10
SURRES17DEL03,28.0,4.4,21.149569,72.772697,21.239569,72.862697,12-03-2022,19:55,20:05,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32
BANGRES01DEL02,31.0,4.3,12.933284,77.615428,12.953284,77.635428,05-03-2022,10:55,11:05,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29
SURRES08DEL01,28.0,4.6,21.173343,72.792731,21.213343,72.832731,03-04-2022,13:25,13:30,Stormy,High,1,Meal,scooter,0.0,No,Metropolitian,21
PUNERES07DEL03,22.0,4.8,18.546947,73.900626,18.606947,73.960626,01-04-2022,0.791666667,19:05,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,17
PUNERES12DEL01,32.0,4.3,18.520016,73.830547,18.630016,73.940547,12-03-2022,20:55,0.875,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38
JAPRES14DEL03,36.0,4.6,26.88842,75.800689,26.94842,75.860689,28-03-2022,18:10,18:15,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17
DEHRES010DEL03,22.0,4.5,30.328174,78.049117,30.358174,78.079117,13-02-2022,22:40,22:45,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,14
MYSRES01DEL01,38.0,5.0,12.311072,76.654878,12.381072,76.724878,06-03-2022,18:10,18:15,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34
INDORES13DEL01,39.0,4.6,22.745049,75.892471,22.785049,75.932471,05-03-2022,14:25,14:30,Stormy,High,0,Buffet,motorcycle,2.0,No,Metropolitian,45
JAPRES03DEL01,28.0,4.6,26.913483,75.803139,26.923483,75.813139,19-03-2022,09:10,09:20,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,15
MYSRES06DEL03,31.0,4.8,12.323994,76.626167,12.353994,76.656167,03-04-2022,22:45,22:50,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29
PUNERES01DEL02,39.0,5.0,18.569156,73.774723,18.589156,73.794723,07-03-2022,11:25,11:35,Stormy,High,0,Snack,motorcycle,1.0,Yes,Urban,42
MUMRES05DEL03,22.0,4.7,18.927584,72.832585,18.957584,72.862585,05-03-2022,19:40,19:50,Fog,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,33
COIMBRES07DEL01,31.0,4.6,10.96185,76.971082,11.00185,77.011082,07-03-2022,16:15,16:30,Fog,Medium,1,Buffet,motorcycle,0.0,No,Urban,19
RANCHIRES19DEL01,39.0,4.9,23.333017,85.3172,23.343017,85.3272,05-04-2022,08:45,0.375,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,18
RANCHIRES16DEL01,24.0,4.9,23.371292,85.327872,23.381292,85.337872,07-03-2022,11:35,11:45,Fog,High,1,Snack,motorcycle,1.0,No,Urban,21
HYDRES19DEL02,32.0,4.7,17.458998,78.500366,17.508998,78.550366,03-04-2022,22:45,0.958333333,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,25
MUMRES04DEL01,36.0,4.4,19.254567,72.848923,19.294567,72.888923,05-04-2022,13:45,13:50,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,32
CHENRES19DEL01,27.0,4.9,12.986047,80.218114,13.026047,80.258114,24-03-2022,16:15,16:25,Sunny,Medium,1,Buffet,scooter,1.0,No,Urban,17
COIMBRES13DEL01,28.0,4.7,11.003669,76.976494,11.013669,76.986494,21-03-2022,10:25,10:40,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Urban,17
PUNERES19DEL01,36.0,4.6,18.563934,73.915367,18.573935,73.925367,26-03-2022,09:55,10:10,Stormy,Low,1,Snack,scooter,1.0,No,Urban,21
MUMRES05DEL03,35.0,4.9,18.927584,72.832585,18.957584,72.862585,01-04-2022,18:30,18:40,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27
PUNERES15DEL03,24.0,4.4,18.636215,73.751081,18.726215,73.841081,02-04-2022,20:50,21:05,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,36
INDORES02DEL02,28.0,4.7,22.651847,75.881991,22.781847,76.011991,06-04-2022,23:40,23:50,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,23
CHENRES12DEL02,25.0,4.7,12.972793,80.249982,13.052793,80.329982,23-03-2022,19:55,20:05,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25
BANGRES18DEL02,26.0,4.9,12.913041,77.683237,12.993041,77.763237,02-03-2022,23:25,23:40,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24
SURRES09DEL01,20.0,4.4,21.175975,72.795503,21.285975,72.905503,16-03-2022,19:45,19:55,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,41
COIMBRES17DEL02,36.0,4.6,11.026117,76.944652,11.076117,76.994652,28-03-2022,22:20,22:25,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19
JAPRES07DEL01,34.0,4.6,26.766536,75.837333,26.836536,75.907333,31-03-2022,23:40,23:50,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,27
INDORES18DEL02,20.0,4.5,22.753839,75.897429,22.803839,75.947429,30-03-2022,20:50,20:55,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,25
CHENRES15DEL03,32.0,4.6,13.026286,80.275235,13.116286,80.365235,08-03-2022,19:50,0.833333333,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,26
RANCHIRES12DEL01,39.0,3.6,0.0,0.0,0.11,0.11,14-03-2022,20:40,20:50,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,42
RANCHIRES20DEL02,31.0,4.0,23.39925,85.390464,23.44925,85.440464,05-04-2022,20:10,20:25,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,37
MYSRES20DEL02,24.0,4.6,12.337978,76.616792,12.417978,76.696792,14-03-2022,20:35,20:50,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28
HYDRES04DEL01,28.0,4.7,17.411028,78.329645,17.481028,78.399645,04-03-2022,22:30,22:35,Windy,Low,2,Snack,scooter,0.0,No,Urban,17
JAPRES09DEL02,32.0,4.6,26.911378,75.789034,27.041378,75.919034,08-03-2022,22:40,22:45,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,27
HYDRES05DEL03,20.0,5.0,17.433809,78.386744,17.523809,78.476744,02-03-2022,20:30,20:40,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,28
AGRRES03DEL02,24.0,4.9,27.160832,78.011608,27.210832,78.061608,13-02-2022,0.916666667,22:15,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Urban,34
MUMRES06DEL02,22.0,4.0,19.055831,72.833984,19.135831,72.913984,02-03-2022,21:35,21:40,Fog,Jam,1,Buffet,motorcycle,1.0,No,Urban,34
VADRES18DEL02,27.0,4.7,0.0,0.0,0.05,0.05,09-03-2022,18:35,18:40,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,15
INDORES01DEL01,20.0,4.8,22.695207,75.866059,22.705207,75.876059,15-03-2022,09:30,09:35,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,11
COIMBRES08DEL01,27.0,4.8,11.001852,76.976268,11.071852,77.046268,04-03-2022,19:10,19:15,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,17
HYDRES08DEL01,31.0,4.9,17.438263,78.397865,17.448263,78.407865,05-04-2022,08:30,08:40,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,14
KOLRES09DEL03,23.0,4.6,22.515082,88.36783,22.605082,88.45783,12-02-2022,20:35,20:45,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30
JAPRES17DEL02,21.0,4.9,26.892312,75.806896,26.972313,75.886896,06-04-2022,0.958333333,23:15,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22
PUNERES14DEL01,30.0,4.7,18.516216,73.842527,18.526216,73.852527,21-03-2022,08:15,08:25,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27
DEHRES12DEL03,24.0,4.9,0.0,0.0,0.09,0.09,14-02-2022,18:30,18:40,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,19
MUMRES14DEL01,33.0,4.9,19.1813,72.836191,19.1913,72.846191,03-03-2022,08:15,08:30,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25
KOLRES20DEL02,38.0,4.5,22.514119,88.362504,22.534119,88.382504,15-02-2022,08:50,08:55,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,15
KNPRES12DEL01,26.0,4.7,26.492106,80.327797,26.602106,80.437797,14-02-2022,18:50,18:55,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,41
BANGRES20DEL01,35.0,4.6,12.972161,77.596014,13.082161,77.706014,29-03-2022,22:15,22:30,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,29
MYSRES07DEL02,34.0,4.7,12.325461,76.632278,12.375461,76.682278,11-03-2022,21:25,21:40,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27
INDORES05DEL01,35.0,4.4,22.727021,75.884167,22.737021,75.894167,26-03-2022,11:35,11:45,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,31
MUMRES03DEL02,27.0,4.1,19.22384,72.841347,19.27384,72.891347,01-04-2022,19:30,19:45,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45
MYSRES09DEL03,37.0,4.8,12.323194,76.630583,12.413194,76.720583,02-04-2022,18:30,18:35,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,27
COIMBRES13DEL01,34.0,4.3,11.003669,76.976494,11.073669,77.046494,04-04-2022,23:40,23:50,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,40
MYSRES15DEL02,39.0,4.8,12.352058,76.60665,12.402058,76.65665,05-03-2022,21:50,0.916666667,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30
MUMRES13DEL01,29.0,4.9,19.178321,72.834715,19.218321,72.874715,30-03-2022,13:50,13:55,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,16
KOLRES17DEL01,23.0,5.0,22.569358,88.433452,22.579358,88.443452,11-02-2022,09:20,09:35,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,16
LUDHRES14DEL01,37.0,4.0,30.892978,75.821847,30.962978,75.891847,18-02-2022,19:45,0.833333333,Cloudy,Jam,1,Snack,scooter,2.0,No,Urban,38
MUMRES19DEL02,24.0,4.6,19.131141,72.813074,19.21114,72.893074,29-03-2022,19:50,20:05,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,49
JAPRES16DEL01,30.0,4.8,26.849596,75.800512,26.859596,75.810512,13-03-2022,08:10,08:25,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,19
COIMBRES11DEL03,34.0,5.0,11.001753,76.986241,11.091753,77.076241,04-03-2022,1,24:05:00,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,25
PUNERES04DEL02,30.0,4.6,18.51421,73.838429,18.64421,73.968429,29-03-2022,17:15,17:20,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,42
KOCRES05DEL02,30.0,4.7,9.970717,76.285447,10.100717,76.415447,18-02-2022,22:40,22:55,Windy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17
RANCHIRES03DEL02,32.0,4.7,0.0,0.0,0.08,0.08,04-04-2022,22:30,22:40,Cloudy,Low,0,Meal,motorcycle,2.0,No,Urban,44
PUNERES08DEL03,20.0,4.5,18.53408,73.89852,18.62408,73.98852,02-04-2022,18:10,18:20,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18
MUMRES05DEL02,31.0,4.6,18.927584,72.832585,18.947584,72.852585,03-04-2022,09:20,09:25,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28
SURRES07DEL01,39.0,4.9,21.170798,72.790489,21.180798,72.800489,30-03-2022,09:45,09:50,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24
RANCHIRES09DEL02,26.0,4.6,23.351058,85.325731,23.401058,85.375731,03-03-2022,17:45,17:50,Windy,Medium,2,Buffet,motorcycle,1.0,No,Urban,29
PUNERES17DEL01,24.0,4.8,18.530963,73.828972,18.640963,73.938972,12-03-2022,19:40,19:55,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,38
LUDHRES14DEL01,34.0,4.8,30.892978,75.821847,31.002978,75.931847,14-02-2022,20:20,20:35,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,41
HYDRES20DEL01,36.0,4.7,17.483216,78.552111,17.493216,78.562111,11-03-2022,08:50,09:05,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,25
ALHRES02DEL02,35.0,3.6,25.453436,81.833167,25.583436,81.963167,14-02-2022,17:40,17:55,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Urban,38
HYDRES18DEL02,31.0,5.0,17.450851,78.379347,17.580851,78.509347,12-03-2022,23:45,1,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,16
HYDRES14DEL02,34.0,5.0,17.426228,78.407495,17.446228,78.427495,01-03-2022,0.5,12:15,Sandstorms,High,0,Buffet,motorcycle,2.0,Yes,Metropolitian,41
SURRES010DEL02,25.0,4.5,21.17106,72.789292,21.25106,72.869292,18-03-2022,20:45,20:50,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,18
BANGRES07DEL03,32.0,4.8,12.978453,77.643685,13.068453,77.733685,10-03-2022,19:15,19:30,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,52
MUMRES16DEL01,36.0,5.0,19.120083,72.907385,19.190083,72.977385,06-03-2022,22:45,22:50,Stormy,Low,1,Buffet,motorcycle,1.0,No,Urban,25
MUMRES01DEL02,24.0,4.5,19.12663,72.829976,19.20663,72.909976,02-03-2022,20:50,0.875,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44
BANGRES06DEL03,30.0,4.4,12.979096,77.640625,13.009096,77.670625,05-03-2022,21:55,22:05,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,33
BANGRES17DEL02,37.0,4.6,12.972532,77.608179,13.052532,77.688179,02-03-2022,22:45,22:55,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,29
PUNERES16DEL02,23.0,4.7,18.536718,73.830327,18.556718,73.850327,03-03-2022,09:55,10:05,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Urban,15
COIMBRES16DEL02,28.0,4.4,11.010375,76.95295,11.060375,77.00295,15-03-2022,22:50,23:05,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29
PUNERES01DEL02,31.0,4.2,18.569156,73.774723,18.619156,73.824723,09-03-2022,22:30,22:40,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24
SURRES010DEL01,27.0,4.8,21.17106,72.789292,21.24106,72.859292,06-03-2022,17:55,18:10,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,38
BHPRES09DEL02,22.0,4.7,0.0,0.0,0.02,0.02,11-02-2022,11:30,11:35,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,22
MYSRES14DEL01,37.0,4.9,0.0,0.0,0.07,0.07,31-03-2022,19:50,20:05,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,27
HYDRES17DEL03,24.0,4.7,17.451976,78.385883,17.541976,78.475883,23-03-2022,23:40,23:55,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24
COIMBRES05DEL01,30.0,5.0,11.022169,76.999594,11.092169,77.069594,06-04-2022,20:35,20:50,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40
JAPRES01DEL02,30.0,5.0,26.90519,75.810753,26.95519,75.860753,07-03-2022,23:55,1,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,21
LUDHRES06DEL01,21.0,4.7,30.895204,75.822103,30.935204,75.862103,17-02-2022,0.666666667,16:10,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,27
INDORES04DEL01,22.0,4.9,22.753659,75.903365,22.863659,76.013365,02-03-2022,22:55,0.958333333,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19
COIMBRES12DEL02,38.0,4.8,11.000762,76.981876,11.080762,77.061876,20-03-2022,20:25,20:35,Windy,Jam,2,Snack,motorcycle,0.0,No,Urban,27
AURGRES17DEL02,26.0,4.8,-19.876994,75.372353,20.006994,75.502353,16-02-2022,21:35,21:45,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,25
DEHRES09DEL02,24.0,4.6,30.332735,78.054222,30.462735,78.184222,18-02-2022,21:15,21:30,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21
HYDRES03DEL01,24.0,4.9,17.422819,78.449578,17.462819,78.489578,28-03-2022,15:15,15:25,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,13
PUNERES17DEL02,39.0,4.9,18.530963,73.828972,18.550963,73.848972,30-03-2022,09:25,09:30,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21
ALHRES07DEL03,32.0,4.6,25.449659,81.839744,25.509659,81.899744,17-02-2022,23:30,23:35,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,27
MUMRES06DEL02,27.0,5.0,19.055831,72.833984,19.185831,72.963984,08-03-2022,17:15,17:30,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28
KOCRES15DEL02,24.0,4.9,10.027364,76.308258,10.157364,76.438258,12-02-2022,20:45,0.875,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,22
JAPRES14DEL02,29.0,4.7,26.88842,75.800689,26.96842,75.880689,02-04-2022,23:20,23:35,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17
COIMBRES09DEL01,39.0,4.8,11.008638,76.984311,11.078638,77.054311,04-03-2022,17:20,17:25,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,44
PUNERES11DEL02,30.0,4.9,18.533811,73.899315,18.583811,73.949315,17-03-2022,23:45,1,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,24
MUMRES02DEL01,25.0,4.5,19.221315,72.862381,19.261315,72.902381,21-03-2022,12:20,12:30,Sandstorms,High,2,Meal,scooter,1.0,No,Metropolitian,26
